bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40
JAUCEN010000002.1.region002,T3PKS,PKSother,GCA_030348945.1,JAUCEN010000002.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
JAUCEN010000001.1.region001,RiPP-like,RiPPs,GCA_030348945.1,JAUCEN010000001.1,3142,3142,3142,2582,266,unknown_family,u_RiPPs_266,235,unknown_family,u_RiPPs_235
JAUCEN010000002.1.region003,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
JAUCEN010000002.1.region004,LAP,RiPPs,GCA_030348945.1,JAUCEN010000002.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
JAUCEN010000002.1.region005,terpene,Terpene,GCA_030348945.1,JAUCEN010000002.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
JAUCEN010000002.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030348945.1,JAUCEN010000002.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73,71,unknown_family,u_RiPPs_71
JAUCEN010000002.1.region001,betalactone,Others,GCA_030348945.1,JAUCEN010000002.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
JAUCER010000002.1.region004,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3494,3494,3494,2488,96,unknown_family,u_Terpene_96,88,unknown_family,u_Terpene_88
JAUCER010000002.1.region006,terpene,Terpene,GCA_030348905.1,JAUCER010000002.1,3182,3182,3182,2488,94,unknown_family,u_Terpene_94,86,unknown_family,u_Terpene_86
JAUCER010000001.1.region001,arylpolyene.ladderane,Others,GCA_030348905.1,JAUCER010000001.1,3176,3176,3176,794,154,unknown_family,u_Others_154,141,unknown_family,u_Others_141
JAUCER010000002.1.region003,NI-siderophore,Others,GCA_030348905.1,JAUCER010000002.1,3179,3493,3583,794,66,unknown_family,u_Others_66,3,unknown_family,u_Others_3
JAUCER010000002.1.region002,RiPP-like,RiPPs,GCA_030348905.1,JAUCER010000002.1,3178,3178,3178,2582,254,unknown_family,u_RiPPs_254,225,unknown_family,u_RiPPs_225
JAUCER010000002.1.region001,LAP,RiPPs,GCA_030348905.1,JAUCER010000002.1,3492,2792,3492,2582,118,unknown_family,u_RiPPs_118,81,unknown_family,u_RiPPs_81
JAUCER010000002.1.region005,T3PKS,PKSother,GCA_030348905.1,JAUCER010000002.1,3495,3495,3495,,63,unknown_family,u_PKSother_63,63,unknown_family,u_PKSother_63
CP126110.1.region004,phosphonate,Others,GCA_030123405.1,CP126110.1,2803,2803,2803,794,149,unknown_family,u_Others_149,137,unknown_family,u_Others_137
CP126110.1.region006,T3PKS,PKSother,GCA_030123405.1,CP126110.1,3582,2805,2805,,132,unknown_family,u_PKSother_132,121,unknown_family,u_PKSother_121
CP126110.1.region005,terpene,Terpene,GCA_030123405.1,CP126110.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54,38,unknown_family,u_Terpene_38
CP126110.1.region007,RiPP-like,RiPPs,GCA_030123405.1,CP126110.1,2839,2806,2806,2582,280,unknown_family,u_RiPPs_280,246,unknown_family,u_RiPPs_246
CP126110.1.region001,LAP,RiPPs,GCA_030123405.1,CP126110.1,2800,2800,2800,2582,124,unknown_family,u_RiPPs_124,113,unknown_family,u_RiPPs_113
CP126110.1.region003,NRPS,NRPS,GCA_030123405.1,CP126110.1,2802,2802,2802,,315,unknown_family,u_NRPS_315,274,unknown_family,u_NRPS_274
CP126110.1.region002,RRE-containing,RiPPs,GCA_030123405.1,CP126110.1,2801,2801,2801,2582,216,unknown_family,u_RiPPs_216,194,unknown_family,u_RiPPs_194
JAVIVN010000001.1.region002,NRPS,NRPS,GCA_031324335.1,JAVIVN010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
JAVIVN010000001.1.region006,NRP-metallophore.NRPS,Others,GCA_031324335.1,JAVIVN010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
JAVIVN010000001.1.region008,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_031324335.1,JAVIVN010000001.1,3529,3529,3529,1023,371,unknown_family,u_PKS-NRP_Hybrids_371,325,unknown_family,u_PKS-NRP_Hybrids_325
JAVIVN010000001.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
JAVIVN010000015.1.region002,LAP,RiPPs,GCA_031324335.1,JAVIVN010000015.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAVIVN010000001.1.region001,terpene,Terpene,GCA_031324335.1,JAVIVN010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAVIVN010000001.1.region003,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000001.1,3071,3071,3071,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAVIVN010000001.1.region007,NI-siderophore,Others,GCA_031324335.1,JAVIVN010000001.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
JAVIVN010000014.1.region002,CDPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,2559,3531,3531,,316,unknown_family,u_NRPS_316,275,unknown_family,u_NRPS_275
JAVIVN010000015.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000015.1,3534,3534,3534,,302,unknown_family,u_NRPS_302,262,unknown_family,u_NRPS_262
JAVIVN010000014.1.region004,RiPP-like,RiPPs,GCA_031324335.1,JAVIVN010000014.1,3533,3533,3533,2582,222,unknown_family,u_RiPPs_222,199,unknown_family,u_RiPPs_199
JAVIVN010000014.1.region001,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3388,3530,3388,,129,unknown_family,u_NRPS_129,60,unknown_family,u_NRPS_60
JAVIVN010000014.1.region003,NRPS,NRPS,GCA_031324335.1,JAVIVN010000014.1,3532,3532,3532,,128,unknown_family,u_NRPS_128,117,unknown_family,u_NRPS_117
JAVIVN010000001.1.region005,betalactone,Others,GCA_031324335.1,JAVIVN010000001.1,3068,2937,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP126108.1.region006,lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2814,2791,2791,2582,277,unknown_family,u_RiPPs_277,95,unknown_family,u_RiPPs_95
CP126108.1.region001,NI-siderophore,Others,GCA_030123345.1,CP126108.1,2734,2734,2734,794,68,unknown_family,u_Others_68,67,unknown_family,u_Others_67
CP126108.1.region005,RRE-containing,RiPPs,GCA_030123345.1,CP126108.1,2520,2790,2790,2582,269,unknown_family,u_RiPPs_269,238,unknown_family,u_RiPPs_238
CP126108.1.region003,LAP.terpene,Others,GCA_030123345.1,CP126108.1,2788,2788,2788,794,145,unknown_family,u_Others_145,134,unknown_family,u_Others_134
CP126108.1.region004,T3PKS,PKSother,GCA_030123345.1,CP126108.1,3414,3414,3414,,90,unknown_family,u_PKSother_90,84,unknown_family,u_PKSother_84
CP126108.1.region002,RRE-containing.lassopeptide,RiPPs,GCA_030123345.1,CP126108.1,2787,2787,2787,2582,241,unknown_family,u_RiPPs_241,214,unknown_family,u_RiPPs_214
CP126520.1.region003,NI-siderophore,Others,GCA_030166995.1,CP126520.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126520.1.region001,NRPS-like,NRPS,GCA_030166995.1,CP126520.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
CP126520.1.region009,terpene,Terpene,GCA_030166995.1,CP126520.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP126519.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030166995.1,CP126519.1,3270,2850,2850,2582,103,unknown_family,u_RiPPs_103,94,unknown_family,u_RiPPs_94
CP126520.1.region007,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
CP126520.1.region005,betalactone,Others,GCA_030166995.1,CP126520.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP126517.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126517.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52
CP126518.1.region001,RiPP-like,RiPPs,GCA_030166995.1,CP126518.1,3260,2849,3260,2582,296,unknown_family,u_RiPPs_296,51,unknown_family,u_RiPPs_51
CP126520.1.region006,RiPP-like,RiPPs,GCA_030166995.1,CP126520.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
CP126520.1.region010,lassopeptide,RiPPs,GCA_030166995.1,CP126520.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
CP126520.1.region004,NRP-metallophore.NRPS,Others,GCA_030166995.1,CP126520.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP126520.1.region002,LAP,RiPPs,GCA_030166995.1,CP126520.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
CP126520.1.region008,NRPS,NRPS,GCA_030166995.1,CP126520.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
JAUCFD010000009.1.region001,NRPS,NRPS,GCA_030348625.1,JAUCFD010000009.1,355,3655,3655,,61,known_family,lichenysin,59,known_family,lichenysin
JAUCFD010000009.1.region002,LAP.thiopeptide,RiPPs,GCA_030348625.1,JAUCFD010000009.1,3654,3654,3654,2582,81,unknown_family,u_RiPPs_81,79,unknown_family,u_RiPPs_79
JAUCFD010000009.1.region006,T3PKS,PKSother,GCA_030348625.1,JAUCFD010000009.1,2684,2637,2684,,88,unknown_family,u_PKSother_88,4,unknown_family,u_PKSother_4
JAUCFD010000009.1.region007,CDPS,NRPS,GCA_030348625.1,JAUCFD010000009.1,3291,3291,3291,,131,unknown_family,u_NRPS_131,119,unknown_family,u_NRPS_119
JAUCFD010000009.1.region004,betalactone,Others,GCA_030348625.1,JAUCFD010000009.1,3422,3288,3422,794,163,unknown_family,u_Others_163,1,known_family,fengycin
JAUCFD010000009.1.region003,NI-siderophore,Others,GCA_030348625.1,JAUCFD010000009.1,3179,3287,2681,794,69,unknown_family,u_Others_69,3,unknown_family,u_Others_3
JAUCFD010000009.1.region009,RRE-containing.lassopeptide,RiPPs,GCA_030348625.1,JAUCFD010000009.1,2641,2641,2641,2582,108,unknown_family,u_RiPPs_108,100,unknown_family,u_RiPPs_100
JAUCFD010000009.1.region005,terpene,Terpene,GCA_030348625.1,JAUCFD010000009.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
JAUCFD010000009.1.region010,lanthipeptide-class-ii,RiPPs,GCA_030348625.1,JAUCFD010000009.1,3294,3294,3294,2582,265,unknown_family,u_RiPPs_265,234,unknown_family,u_RiPPs_234
JAUCFD010000009.1.region008,NRP-metallophore.NRPS,Others,GCA_030348625.1,JAUCFD010000009.1,3292,3292,3292,794,64,unknown_family,u_Others_64,64,unknown_family,u_Others_64
CP126094.1.region005,betalactone.NRPS,Others,GCA_030123085.1,CP126094.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin
CP126094.1.region002,terpene,Terpene,GCA_030123085.1,CP126094.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20
CP126094.1.region010,CDPS,NRPS,GCA_030123085.1,CP126094.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid
CP126094.1.region003,lanthipeptide-class-i,RiPPs,GCA_030123085.1,CP126094.1,2659,2659,2659,2582,78,unknown_family,u_RiPPs_78,75,unknown_family,u_RiPPs_75
CP126094.1.region012,other,Others,GCA_030123085.1,CP126094.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
CP126094.1.region013,RiPP-like,RiPPs,GCA_030123085.1,CP126094.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59,53,unknown_family,u_RiPPs_53
CP126094.1.region007,T3PKS,PKSother,GCA_030123085.1,CP126094.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4
CP126094.1.region006,terpene,Terpene,GCA_030123085.1,CP126094.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
CP126094.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030123085.1,CP126094.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene
CP126094.1.region011,sactipeptide,RiPPs,GCA_030123085.1,CP126094.1,3316,3316,3316,3316,19,known_family,subtilosin A,18,known_family,subtilosin A
CP126094.1.region014,epipeptide,RiPPs,GCA_030123085.1,CP126094.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52,46,unknown_family,u_RiPPs_46
CP126094.1.region009,lanthipeptide-class-i,RiPPs,GCA_030123085.1,CP126094.1,2558,2558,2558,2582,45,known_family,entianin;subtilin;ericin S,41,known_family,entianin;subtilin;ericin S
CP126094.1.region008,NRP-metallophore.NRPS,Others,GCA_030123085.1,CP126094.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
CP126094.1.region001,NRPS,NRPS,GCA_030123085.1,CP126094.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin
JAVIVV010000002.1.region007,NRP-metallophore.NRPS,Others,GCA_031324135.1,JAVIVV010000002.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
JAVIVV010000002.1.region004,RiPP-like,RiPPs,GCA_031324135.1,JAVIVV010000002.1,2938,2938,2938,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
JAVIVV010000002.1.region010,RRE-containing.NRPS,Others,GCA_031324135.1,JAVIVV010000002.1,3610,3610,3610,794,185,unknown_family,u_Others_185,166,unknown_family,u_Others_166
JAVIVV010000002.1.region008,NI-siderophore,Others,GCA_031324135.1,JAVIVV010000002.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin
JAVIVV010000002.1.region005,betalactone,Others,GCA_031324135.1,JAVIVV010000002.1,3068,2937,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAVIVV010000002.1.region006,NRPS,NRPS,GCA_031324135.1,JAVIVV010000002.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
JAVIVV010000001.1.region002,lanthipeptide-class-iii,RiPPs,GCA_031324135.1,JAVIVV010000001.1,3600,3600,3600,2582,259,unknown_family,u_RiPPs_259,229,unknown_family,u_RiPPs_229
JAVIVV010000002.1.region009,LAP,RiPPs,GCA_031324135.1,JAVIVV010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAVIVV010000002.1.region001,terpene,Terpene,GCA_031324135.1,JAVIVV010000002.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAVIVV010000002.1.region003,RiPP-like,RiPPs,GCA_031324135.1,JAVIVV010000002.1,2939,2939,2939,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAVIVV010000005.1.region002,ranthipeptide,RiPPs,GCA_031324135.1,JAVIVV010000005.1,3131,3612,3612,2582,288,unknown_family,u_RiPPs_288,253,unknown_family,u_RiPPs_253
JAVIVV010000001.1.region001,NRPS-like,NRPS,GCA_031324135.1,JAVIVV010000001.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
JAVIVV010000005.1.region001,NRPS,NRPS,GCA_031324135.1,JAVIVV010000005.1,3388,3611,3388,,300,unknown_family,u_NRPS_300,60,unknown_family,u_NRPS_60
JAVIVV010000002.1.region002,NRPS,NRPS,GCA_031324135.1,JAVIVV010000002.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
JAVIVV010000005.1.region003,RRE-containing.ladderane,Others,GCA_031324135.1,JAVIVV010000005.1,3613,3130,3613,794,100,unknown_family,u_Others_100,69,known_family,huazacin
JAUCEU010000007.1.region004,T3PKS,PKSother,GCA_030348765.1,JAUCEU010000007.1,2812,2838,2654,,93,unknown_family,u_PKSother_93,37,unknown_family,u_PKSother_37
JAUCEU010000007.1.region003,NI-siderophore,Others,GCA_030348765.1,JAUCEU010000007.1,3179,3203,3203,794,99,unknown_family,u_Others_99,91,unknown_family,u_Others_91
JAUCEU010000007.1.region001,LAP,RiPPs,GCA_030348765.1,JAUCEU010000007.1,3201,3201,3201,2582,228,unknown_family,u_RiPPs_228,105,unknown_family,u_RiPPs_105
JAUCEU010000007.1.region005,terpene,Terpene,GCA_030348765.1,JAUCEU010000007.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54,38,unknown_family,u_Terpene_38
JAUCEU010000007.1.region002,RiPP-like,RiPPs,GCA_030348765.1,JAUCEU010000007.1,2839,2839,2839,2582,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
CP128183.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030316035.1,CP128183.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene
CP128183.1.region006,terpene,Terpene,GCA_030316035.1,CP128183.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
CP128183.1.region005,betalactone.NRPS,Others,GCA_030316035.1,CP128183.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin
CP128183.1.region003,terpene,Terpene,GCA_030316035.1,CP128183.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20
CP128183.1.region009,CDPS,NRPS,GCA_030316035.1,CP128183.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid
CP128183.1.region012,other,Others,GCA_030316035.1,CP128183.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
CP128183.1.region010,RRE-containing,RiPPs,GCA_030316035.1,CP128183.1,3106,3106,3106,2582,218,unknown_family,u_RiPPs_218,196,unknown_family,u_RiPPs_196
CP128183.1.region011,sactipeptide,RiPPs,GCA_030316035.1,CP128183.1,3316,3316,3316,3316,19,known_family,subtilosin A,18,known_family,subtilosin A
CP128183.1.region001,RiPP-like,RiPPs,GCA_030316035.1,CP128183.1,3097,3097,3097,2582,205,unknown_family,u_RiPPs_205,184,unknown_family,u_RiPPs_184
CP128183.1.region008,NRP-metallophore.NRPS,Others,GCA_030316035.1,CP128183.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
CP128183.1.region002,NRPS,NRPS,GCA_030316035.1,CP128183.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin
CP128183.1.region007,T3PKS,PKSother,GCA_030316035.1,CP128183.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4
CP126082.1.region013,RiPP-like,RiPPs,GCA_030122865.1,CP126082.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59,53,unknown_family,u_RiPPs_53
CP126082.1.region009,lanthipeptide-class-i,RiPPs,GCA_030122865.1,CP126082.1,2558,2558,2558,2582,45,known_family,entianin;subtilin;ericin S,41,known_family,entianin;subtilin;ericin S
CP126082.1.region011,sactipeptide,RiPPs,GCA_030122865.1,CP126082.1,3316,3316,3316,3316,19,known_family,subtilosin A,18,known_family,subtilosin A
CP126082.1.region005,betalactone.NRPS,Others,GCA_030122865.1,CP126082.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin
CP126082.1.region007,T3PKS,PKSother,GCA_030122865.1,CP126082.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4
CP126082.1.region010,CDPS,NRPS,GCA_030122865.1,CP126082.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid
CP126082.1.region003,lanthipeptide-class-i,RiPPs,GCA_030122865.1,CP126082.1,2659,2659,2659,2582,78,unknown_family,u_RiPPs_78,75,unknown_family,u_RiPPs_75
CP126082.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030122865.1,CP126082.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene
CP126082.1.region002,terpene,Terpene,GCA_030122865.1,CP126082.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20
CP126082.1.region014,epipeptide,RiPPs,GCA_030122865.1,CP126082.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52,46,unknown_family,u_RiPPs_46
CP126082.1.region006,terpene,Terpene,GCA_030122865.1,CP126082.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
CP126082.1.region008,NRP-metallophore.NRPS,Others,GCA_030122865.1,CP126082.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
CP126082.1.region012,other,Others,GCA_030122865.1,CP126082.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
CP126082.1.region001,NRPS,NRPS,GCA_030122865.1,CP126082.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin
CP126092.1.region007,LAP,RiPPs,GCA_030123045.1,CP126092.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
CP126092.1.region006,lassopeptide,RiPPs,GCA_030123045.1,CP126092.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22
CP126092.1.region005,terpene,Terpene,GCA_030123045.1,CP126092.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
CP126092.1.region002,NRPS,NRPS,GCA_030123045.1,CP126092.1,3003,3003,3003,,39,unknown_family,u_NRPS_39,32,unknown_family,u_NRPS_32
CP126092.1.region001,NRPS,NRPS,GCA_030123045.1,CP126092.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine
CP126092.1.region009,NI-siderophore,Others,GCA_030123045.1,CP126092.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3
CP126092.1.region003,betalactone,Others,GCA_030123045.1,CP126092.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
CP126092.1.region004,T3PKS,PKSother,GCA_030123045.1,CP126092.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
CP126092.1.region008,terpene,Terpene,GCA_030123045.1,CP126092.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
JAUCEP010000002.1.region001,cyclic-lactone-autoinducer,RiPPs,GCA_030348875.1,JAUCEP010000002.1,3160,3160,3160,2582,242,unknown_family,u_RiPPs_242,215,unknown_family,u_RiPPs_215
JAUCEP010000002.1.region003,T3PKS,PKSother,GCA_030348875.1,JAUCEP010000002.1,3162,3162,3162,,341,unknown_family,u_PKSother_341,297,unknown_family,u_PKSother_297
JAUCEP010000002.1.region002,terpene,Terpene,GCA_030348875.1,JAUCEP010000002.1,3161,3161,3161,2488,362,unknown_family,u_Terpene_362,316,unknown_family,u_Terpene_316
CP126107.1.region001,redox-cofactor,RiPPs,GCA_030123365.1,CP126107.1,2781,2781,2781,2582,188,unknown_family,u_RiPPs_188,169,unknown_family,u_RiPPs_169
CP126107.1.region005,RiPP-like,RiPPs,GCA_030123365.1,CP126107.1,2839,2785,2785,2582,201,unknown_family,u_RiPPs_201,180,unknown_family,u_RiPPs_180
CP126107.1.region004,T3PKS,PKSother,GCA_030123365.1,CP126107.1,2812,2830,2812,,92,unknown_family,u_PKSother_92,37,unknown_family,u_PKSother_37
